course_difficulty,course_type,age_group,past_course_history,weekly_login_frequency,avg_time_per_session_minutes,device_used,course_length_hours,has_certification,completion
medium,reading,26-35,8,7,39.16000934861387,mobile,10,Y,Y
easy,reading,26-35,16,4,11.396982956576554,mobile,15,Y,N
easy,reading,18-25,6,1,26.0796889369566,mobile,5,N,N
medium,coding,46-60,5,7,34.06176736426839,mobile,3,N,Y
easy,reading,26-35,9,2,47.634848349138124,desktop,15,N,Y
easy,coding,18-25,20,4,23.099763642547032,desktop,8,Y,N
hard,video,26-35,11,5,22.27814749100245,mobile,10,N,Y
medium,video,26-35,8,0,29.370650802053994,mobile,30,N,Y
medium,combined,26-35,9,1,34.21095563772123,desktop,5,N,Y
hard,coding,26-35,6,5,28.14903807124687,mobile,10,N,N
medium,combined,36-45,13,2,42.59122018662973,desktop,20,N,Y
hard,video,36-45,7,0,20.410274003658337,mobile,15,Y,Y
medium,combined,26-35,11,0,31.441931200548524,mobile,20,Y,Y
easy,reading,46-60,7,6,35.342552522964226,mobile,20,N,Y
medium,reading,26-35,6,1,25.19720628112972,mobile,10,Y,Y
easy,coding,18-25,20,0,40.0765192387196,desktop,10,Y,Y
medium,combined,36-45,7,4,31.787502494908196,desktop,15,N,Y
medium,video,18-25,1,0,39.46614855782729,desktop,15,Y,Y
hard,combined,36-45,7,5,32.329249296585985,mobile,15,Y,N
easy,video,36-45,11,4,34.51685485784674,desktop,8,N,Y
hard,video,26-35,1,5,22.411298917807734,mobile,20,N,Y
medium,coding,18-25,6,3,22.43073953770532,desktop,5,N,Y
medium,video,26-35,3,6,44.69275775914532,desktop,5,N,Y
easy,video,60+,10,5,37.62612533424399,mobile,8,N,Y
medium,reading,26-35,15,3,17.72441800533118,mobile,5,N,Y
easy,video,26-35,20,0,32.17036109585798,mobile,15,Y,N
easy,combined,26-35,8,2,2.0,mobile,5,N,Y
hard,combined,26-35,18,1,23.112718035607003,mobile,15,N,N
medium,reading,26-35,4,0,41.53233211943887,mobile,10,N,Y
hard,reading,36-45,16,2,28.498252935466084,desktop,5,N,Y
easy,video,26-35,11,1,31.414952035992375,desktop,5,N,Y
hard,video,26-35,15,0,2.0,desktop,10,N,N
medium,video,18-25,15,2,25.29295658236618,mobile,15,N,N
hard,coding,46-60,11,4,34.05926668592655,desktop,8,N,Y
easy,reading,46-60,5,1,35.583478504780075,desktop,5,N,Y
easy,combined,36-45,11,2,41.54826853601237,mobile,5,N,Y
medium,combined,36-45,17,0,27.476906978718862,mobile,3,N,N
medium,combined,18-25,20,0,28.01213024851021,mobile,1,N,N
hard,combined,36-45,19,1,14.014590847081653,desktop,40,Y,N
medium,video,26-35,3,3,27.545741529921624,mobile,3,N,Y
easy,reading,46-60,12,5,14.861099251226417,mobile,3,N,Y
medium,reading,26-35,2,6,7.825558562334997,desktop,20,N,N
medium,video,18-25,14,5,16.977847558673062,mobile,15,N,Y
easy,coding,36-45,20,4,48.104218893647655,desktop,8,N,Y
easy,coding,18-25,1,7,26.75326558184068,mobile,15,N,Y
medium,reading,18-25,13,2,32.63852835628039,mobile,30,N,N
hard,reading,26-35,19,6,23.838044985623327,mobile,3,N,Y
medium,video,26-35,17,7,8.513387766577232,mobile,5,N,Y
hard,combined,36-45,8,4,41.23335749915649,mobile,20,N,Y
medium,video,36-45,2,6,3.9336223217329334,mobile,20,N,N
easy,video,36-45,19,1,23.342487878500098,mobile,40,N,Y
easy,reading,46-60,19,7,29.34462142979927,mobile,8,N,Y
medium,reading,36-45,12,4,32.76587572115826,mobile,30,Y,N
easy,coding,18-25,20,1,21.28236474565356,desktop,8,N,N
easy,video,18-25,0,0,7.944462203340308,mobile,15,N,Y
medium,video,26-35,12,5,20.386880491974743,desktop,20,N,N
hard,combined,46-60,0,3,21.01490414856405,mobile,5,N,N
easy,video,36-45,19,2,20.722878058139038,mobile,5,N,N
easy,video,18-25,14,3,41.64070308249124,desktop,10,Y,Y
easy,coding,26-35,19,7,15.436766662330292,mobile,20,Y,Y
medium,video,46-60,11,3,33.6117512932579,desktop,3,Y,Y
easy,video,26-35,1,0,31.89956444661499,mobile,20,N,N
medium,combined,36-45,0,2,41.52546092966004,mobile,8,N,Y
medium,video,18-25,7,1,28.402417539156826,desktop,8,N,N
hard,video,18-25,15,5,39.49357160637071,desktop,8,N,N
medium,combined,46-60,3,6,27.933358342870825,mobile,30,Y,Y
easy,reading,18-25,17,6,35.2127103190176,desktop,3,N,Y
easy,video,18-25,5,5,11.964706953033112,mobile,10,Y,N
medium,reading,26-35,10,6,2.0,mobile,3,Y,N
easy,video,26-35,4,3,34.53056224279024,mobile,30,N,Y
easy,video,18-25,9,5,35.174197512470755,desktop,20,Y,Y
hard,reading,36-45,9,0,35.70602799782259,desktop,5,N,Y
easy,reading,26-35,0,4,23.70080982294385,desktop,5,Y,Y
easy,video,26-35,11,4,47.87666702652447,desktop,8,Y,N
easy,video,36-45,16,0,24.481466211155738,desktop,8,N,Y
hard,video,18-25,19,4,35.05054823606844,mobile,20,Y,Y
medium,coding,18-25,6,5,37.13563470004894,desktop,10,N,N
medium,coding,18-25,18,2,50.624881916989324,mobile,8,Y,Y
medium,coding,26-35,18,4,26.195644562522,desktop,15,N,Y
easy,reading,26-35,20,2,22.161685125250166,desktop,10,N,Y
hard,reading,26-35,7,2,12.022255387016124,mobile,3,Y,N
easy,coding,18-25,17,1,48.628404079949675,mobile,3,Y,Y
hard,reading,36-45,11,2,35.05693088458248,desktop,8,N,Y
medium,coding,18-25,1,6,35.43673327073162,mobile,15,N,N
easy,video,18-25,5,7,67.40045089588705,mobile,3,N,Y
easy,video,26-35,14,5,33.90053689423559,mobile,10,Y,Y
medium,coding,18-25,3,4,14.372143138799613,desktop,5,N,Y
easy,combined,36-45,9,4,27.649157100084288,mobile,15,N,Y
medium,coding,18-25,16,3,18.30261109381616,desktop,1,N,Y
easy,video,36-45,3,3,25.24957926500673,mobile,10,Y,Y
medium,video,36-45,10,4,25.168924766944713,desktop,3,N,Y
easy,coding,18-25,4,6,22.955707307195404,mobile,8,N,Y
easy,combined,18-25,11,3,13.280609935735235,desktop,1,N,Y
hard,video,36-45,5,4,49.11001960406755,desktop,10,N,Y
medium,combined,46-60,20,3,33.586176533260726,desktop,20,N,Y
medium,coding,18-25,1,2,27.29433558359714,desktop,3,Y,N
medium,video,36-45,20,2,39.091653954188914,mobile,15,N,Y
hard,video,36-45,16,0,35.65280729819269,desktop,10,N,Y
medium,combined,18-25,17,3,33.30828879290457,desktop,10,N,N
easy,video,26-35,17,5,38.21997687320192,desktop,10,N,Y
easy,video,36-45,3,5,31.60721692510388,mobile,8,N,Y
easy,video,36-45,19,7,38.0426574838991,mobile,15,N,Y
easy,combined,18-25,12,0,39.0373476105333,desktop,20,Y,Y
medium,reading,36-45,20,6,31.952624820393638,desktop,20,N,Y
hard,video,18-25,18,6,27.35526607804661,desktop,5,N,Y
medium,video,26-35,12,3,48.36477361744691,mobile,15,Y,Y
hard,video,18-25,7,2,24.265181522718798,desktop,3,N,Y
hard,video,26-35,2,2,34.69576320512815,mobile,10,N,Y
hard,video,46-60,2,5,34.966900928868796,desktop,1,N,N
hard,video,26-35,8,6,22.685305772836372,desktop,5,Y,Y
easy,coding,46-60,17,5,20.30613137626208,mobile,15,Y,Y
hard,video,26-35,10,4,25.75377574956179,mobile,20,N,N
easy,video,46-60,10,5,24.093397761892707,mobile,1,Y,Y
easy,video,18-25,5,0,12.502433260333618,mobile,10,N,Y
hard,video,46-60,11,4,22.182059009768693,desktop,15,N,Y
medium,video,26-35,13,0,33.194675815614744,mobile,30,N,N
hard,combined,26-35,20,7,45.19132300978318,desktop,15,N,Y
easy,video,18-25,15,7,36.6526960220836,desktop,3,N,Y
medium,video,26-35,12,4,2.0,desktop,3,Y,Y
hard,combined,36-45,19,2,37.69564457708793,mobile,15,N,Y
easy,video,26-35,8,5,23.30217856925139,desktop,5,N,Y
medium,video,18-25,19,5,35.436960896253154,desktop,30,N,Y
easy,combined,26-35,7,5,29.830376889472465,mobile,30,N,Y
easy,combined,36-45,2,4,27.687748486958068,desktop,30,N,Y
hard,video,60+,8,1,28.773171264454305,mobile,5,N,Y
easy,coding,18-25,2,0,29.73090830076264,desktop,15,Y,Y
hard,reading,18-25,2,2,46.132859665082925,mobile,15,Y,N
hard,combined,26-35,18,4,29.764077754978953,mobile,1,N,N
easy,reading,18-25,16,3,43.02643359817441,desktop,5,Y,Y
medium,video,60+,4,4,41.27887039014789,mobile,5,N,Y
hard,combined,18-25,17,2,38.004546571003836,mobile,8,N,N
medium,reading,36-45,1,7,8.56057415844387,desktop,30,N,N
medium,reading,46-60,5,2,43.39959187393928,desktop,20,Y,Y
medium,reading,46-60,14,6,24.505184470372942,mobile,5,Y,Y
hard,video,26-35,6,3,38.58872737289727,mobile,10,N,Y
medium,reading,26-35,15,3,18.32960600111504,desktop,5,N,Y
easy,video,26-35,18,4,15.77911148036093,mobile,5,N,Y
medium,video,36-45,1,2,53.71666484197439,mobile,3,N,Y
easy,video,26-35,0,1,18.51620319794263,desktop,15,Y,Y
hard,combined,18-25,19,3,43.75327966862097,desktop,15,N,N
medium,video,26-35,10,6,31.421043857238253,mobile,20,N,Y
hard,video,18-25,10,1,24.958559299677944,mobile,20,Y,N
easy,video,18-25,9,3,29.46205338803752,mobile,5,Y,Y
easy,reading,18-25,9,5,14.386866041624266,desktop,15,N,Y
medium,coding,36-45,14,5,29.834947444689234,mobile,3,Y,Y
medium,video,26-35,12,3,17.007116233248485,mobile,8,N,N
hard,video,18-25,3,0,25.254674468232174,desktop,10,N,N
easy,combined,60+,13,0,41.10359476763492,mobile,1,N,N
medium,coding,18-25,14,3,33.05028811869189,mobile,5,N,Y
medium,video,46-60,2,6,12.213954013433742,mobile,5,N,Y
easy,video,36-45,7,0,40.21785752296644,desktop,3,N,Y
hard,combined,26-35,16,7,29.91480285709029,mobile,30,N,N
medium,reading,60+,12,5,23.493776779087938,desktop,5,N,Y
hard,combined,26-35,2,0,38.96011564690717,mobile,10,N,N
medium,reading,36-45,0,2,27.993517956275973,desktop,40,N,Y
hard,video,26-35,12,1,16.012063921131446,desktop,10,N,Y
easy,combined,18-25,9,7,52.17371653739525,mobile,8,N,Y
medium,video,26-35,20,4,29.792550685308147,desktop,30,N,Y
hard,video,46-60,10,2,29.023377546213393,mobile,5,N,N
medium,reading,36-45,19,2,25.13873793923292,mobile,5,N,Y
medium,reading,46-60,4,4,44.159588873491074,desktop,10,N,Y
easy,combined,26-35,9,0,23.701457902295516,desktop,8,Y,Y
hard,coding,26-35,2,2,11.460241694260745,mobile,20,N,N
hard,video,26-35,12,1,21.85586805724826,desktop,1,N,Y
easy,reading,36-45,3,4,45.92129520545751,mobile,15,N,Y
medium,coding,36-45,10,5,39.98558593748541,desktop,15,Y,Y
hard,coding,18-25,7,3,26.939812168081666,mobile,40,Y,N
easy,coding,26-35,3,1,46.47906169968569,desktop,3,Y,Y
easy,combined,36-45,2,2,38.97530674586259,mobile,5,Y,Y
hard,coding,36-45,10,6,26.80092763638472,mobile,30,Y,Y
easy,reading,18-25,19,1,28.009081738787042,mobile,15,N,N
easy,video,26-35,4,1,33.95181278334521,mobile,1,N,Y
medium,video,36-45,8,0,20.017356604034212,desktop,3,Y,Y
easy,video,36-45,4,6,30.05406078611221,mobile,20,Y,Y
medium,combined,36-45,16,0,33.70216037535948,mobile,10,Y,Y
medium,video,18-25,8,4,9.756405136697524,mobile,10,N,N
hard,video,18-25,20,7,27.728156129185226,mobile,20,Y,N
easy,coding,36-45,5,5,26.36332577561174,desktop,5,Y,Y
medium,combined,36-45,1,3,42.33681623952387,desktop,5,Y,Y
medium,video,26-35,12,1,7.8660360742675905,desktop,15,N,N
easy,video,18-25,13,0,25.42192776355547,mobile,20,Y,N
medium,reading,26-35,20,1,24.218944231624956,desktop,5,Y,Y
medium,combined,18-25,18,7,41.52085156705921,mobile,15,N,Y
medium,video,18-25,18,1,29.477441167621286,mobile,5,Y,Y
medium,video,36-45,13,0,51.553135747828435,mobile,5,Y,Y
medium,coding,18-25,7,6,37.946560582876636,mobile,30,N,Y
hard,reading,26-35,9,3,25.077324069725773,mobile,3,N,N
medium,coding,36-45,2,2,32.87590435870751,mobile,1,N,N
medium,reading,36-45,9,5,25.751174287566503,desktop,20,N,Y
medium,video,46-60,7,4,40.31275308588504,desktop,8,Y,Y
hard,reading,46-60,0,7,14.013627440507854,desktop,8,N,N
easy,video,26-35,4,3,20.115648281143997,mobile,20,Y,Y
medium,coding,36-45,11,5,35.468279022659054,mobile,5,N,N
easy,video,18-25,7,7,44.709077384683454,mobile,15,N,Y
medium,video,26-35,20,3,3.576376846329616,mobile,8,N,N
medium,reading,26-35,10,2,46.49365459188499,desktop,3,Y,N
easy,coding,18-25,20,7,28.318378458863926,desktop,15,N,Y
easy,reading,26-35,13,1,7.393500456754044,mobile,8,N,Y
medium,video,60+,0,0,2.0,mobile,20,Y,N
hard,reading,36-45,4,4,11.647367210300644,mobile,30,N,N
easy,video,18-25,14,7,29.763541729855177,desktop,20,N,N
easy,combined,26-35,11,0,29.209223546293384,desktop,8,N,Y
easy,video,36-45,6,6,37.59840521651172,desktop,5,N,Y
easy,coding,36-45,10,6,23.406153869268437,desktop,20,N,Y
medium,coding,26-35,18,7,16.70351344264595,mobile,10,N,N
medium,video,36-45,8,3,25.042963348069286,mobile,15,N,Y
easy,video,46-60,0,2,30.403323442938927,desktop,20,N,Y
hard,combined,36-45,6,4,32.76927353946333,desktop,5,N,N
medium,video,26-35,19,1,20.530023608731128,mobile,3,Y,N
easy,video,18-25,15,6,40.81736040402431,mobile,15,Y,Y
easy,coding,18-25,17,5,22.543238739311597,mobile,10,N,Y
medium,video,18-25,19,3,19.563391652101153,mobile,5,N,Y
medium,coding,26-35,2,4,23.491301886380523,desktop,10,Y,Y
hard,coding,36-45,5,5,42.89808210843128,desktop,20,N,Y
medium,combined,18-25,1,4,28.406442564712087,desktop,8,N,Y
easy,coding,26-35,0,6,21.665837963162737,desktop,5,N,Y
easy,video,18-25,17,7,41.11329300538252,mobile,15,N,Y
easy,video,36-45,19,7,55.712982479384955,mobile,20,N,Y
medium,combined,26-35,3,4,32.51619161170737,desktop,30,Y,Y
medium,coding,18-25,15,5,44.8061095303852,mobile,3,Y,Y
easy,video,26-35,11,2,42.43293540689747,desktop,20,N,Y
easy,coding,36-45,1,0,22.732322980100005,desktop,20,N,Y
easy,video,26-35,19,3,30.31961016571479,desktop,15,N,Y
medium,reading,36-45,18,6,14.609464443552152,mobile,8,Y,Y
hard,video,26-35,11,1,27.540692803660377,desktop,1,Y,Y
medium,video,18-25,14,4,22.485715570491312,desktop,10,Y,N
medium,combined,26-35,8,1,25.165368513892382,mobile,5,Y,N
easy,video,26-35,16,3,21.00125962343596,desktop,5,Y,Y
easy,combined,46-60,9,1,26.55483830165319,mobile,30,N,Y
medium,video,18-25,20,5,36.38679223517897,desktop,5,N,Y
medium,combined,36-45,1,6,28.56609707472005,desktop,30,N,Y
medium,video,46-60,3,6,7.627521626935373,mobile,10,Y,N
medium,video,26-35,20,5,21.04655322121817,mobile,20,Y,Y
easy,video,46-60,6,1,11.767207769300974,mobile,5,N,Y
medium,coding,26-35,6,4,32.92872271178121,desktop,15,N,Y
hard,coding,46-60,16,0,36.03980836865025,mobile,10,N,Y
medium,video,36-45,3,2,33.07857866224998,desktop,30,Y,Y
easy,video,26-35,10,4,20.55114728040735,mobile,5,N,Y
easy,combined,36-45,6,5,32.962247149574594,mobile,5,N,Y
hard,video,18-25,4,0,24.3586289307735,mobile,30,N,Y
medium,video,26-35,20,6,16.34129460299697,desktop,3,N,N
medium,reading,18-25,4,3,38.90315903650716,desktop,15,N,Y
hard,coding,46-60,1,7,39.816333044685265,mobile,3,Y,Y
medium,reading,26-35,14,4,41.386745773002076,desktop,3,N,N
medium,video,46-60,18,4,22.699816799610524,mobile,10,Y,Y
easy,video,18-25,2,5,44.15234775231694,desktop,10,Y,Y
hard,video,26-35,14,6,24.077012984063188,mobile,10,N,N
medium,video,18-25,11,1,37.842015858462155,mobile,10,Y,N
easy,coding,26-35,17,4,23.869048058799898,desktop,15,Y,Y
easy,coding,18-25,2,0,27.31221403505075,mobile,40,N,Y
easy,video,46-60,20,3,2.0,desktop,5,N,Y
medium,video,18-25,13,6,26.37704142699701,mobile,8,N,Y
hard,video,18-25,17,6,31.093079601420328,mobile,8,N,Y
medium,video,18-25,7,2,25.079404591633935,mobile,20,Y,Y
medium,coding,26-35,19,3,51.07425681702168,desktop,8,N,N
medium,video,26-35,13,4,16.05040697609668,mobile,15,Y,Y
easy,video,36-45,2,3,23.237025154752892,desktop,8,N,Y
hard,combined,18-25,19,1,19.14152868016976,desktop,15,N,N
easy,video,18-25,16,2,23.234676252054346,desktop,20,N,Y
medium,video,18-25,6,3,42.37695675528846,mobile,10,Y,Y
easy,video,36-45,11,4,47.73638153192356,desktop,10,Y,Y
medium,video,18-25,8,7,21.5904886689727,desktop,5,N,Y
hard,reading,18-25,11,4,21.323909487321558,mobile,10,Y,Y
hard,combined,26-35,20,3,16.11445621687302,mobile,5,Y,Y
medium,video,26-35,18,5,45.67542463823164,mobile,20,N,Y
medium,combined,26-35,4,6,43.45205288299563,mobile,8,N,Y
medium,video,18-25,20,3,28.72821840013456,desktop,3,N,N
hard,video,26-35,9,3,13.246809644317437,mobile,5,N,Y
medium,video,60+,14,1,14.320049214524975,desktop,10,Y,Y
hard,video,18-25,16,6,32.047553404615115,mobile,30,N,Y
medium,video,36-45,10,6,36.592055021357986,mobile,8,Y,N
easy,video,46-60,9,1,5.2062623397462175,desktop,5,Y,N
medium,video,26-35,9,2,26.144281073545407,desktop,8,N,N
medium,video,18-25,18,2,49.41955067468861,mobile,30,N,Y
hard,coding,26-35,8,7,27.389889520436576,mobile,20,Y,Y
easy,combined,26-35,5,0,47.87565708948749,mobile,3,N,Y
medium,video,18-25,7,1,37.788553547468204,mobile,15,N,Y
easy,video,18-25,4,2,16.98864478997571,mobile,20,N,Y
easy,video,26-35,8,4,26.487944479777727,mobile,20,N,Y
medium,combined,18-25,2,1,28.455669137463566,desktop,10,Y,Y
easy,video,46-60,1,4,18.569861182877922,mobile,15,N,Y
medium,coding,26-35,15,5,18.361583726268705,mobile,10,N,N
medium,video,18-25,1,6,48.08122310542273,desktop,5,N,Y
easy,coding,26-35,11,0,18.271672563684582,mobile,3,N,N
easy,coding,18-25,16,1,42.94123291690416,desktop,8,N,Y
medium,coding,26-35,15,0,24.762186259619803,mobile,3,Y,Y
easy,coding,26-35,9,7,29.692328041401932,mobile,8,Y,Y
medium,reading,18-25,4,5,36.74213301886287,desktop,20,N,Y
medium,reading,18-25,19,4,22.817295925143856,desktop,20,Y,Y
medium,video,18-25,17,6,36.8148517619344,desktop,1,N,Y
easy,coding,36-45,12,4,5.442843605419412,mobile,3,N,Y
easy,combined,60+,1,1,35.276488660975645,desktop,15,N,N
easy,reading,36-45,0,4,2.0,desktop,10,N,Y
easy,coding,36-45,6,5,27.27783927961851,mobile,3,N,Y
medium,coding,36-45,3,0,40.2509158238219,mobile,20,N,Y
medium,reading,18-25,18,4,37.467543672700515,desktop,5,N,Y
easy,video,26-35,4,3,14.419074252456706,mobile,3,Y,Y
hard,coding,18-25,5,0,15.964027246877798,mobile,15,Y,Y
medium,reading,18-25,20,2,21.735935516128382,mobile,15,N,N
easy,video,36-45,17,3,32.234590348297615,desktop,8,N,Y
easy,video,36-45,4,2,5.616801719475561,mobile,15,N,Y
medium,reading,46-60,8,2,29.841317089817302,desktop,30,N,Y
easy,video,36-45,10,5,33.737152485600774,mobile,1,Y,Y
medium,video,18-25,13,3,26.603553829548197,mobile,15,N,N
easy,video,26-35,19,3,36.30385161663662,desktop,5,N,Y
easy,reading,26-35,18,6,32.684689899914446,mobile,10,N,Y
easy,video,18-25,20,0,23.500148887213257,mobile,8,N,Y
medium,video,18-25,0,2,6.765727676886119,mobile,8,Y,Y
medium,coding,26-35,4,0,31.600956978849876,desktop,5,Y,Y
medium,coding,18-25,11,7,18.563095617240265,mobile,20,N,Y
hard,video,18-25,1,1,23.059888501661458,desktop,8,N,N
medium,video,26-35,7,6,35.74949061555703,mobile,20,N,N
easy,reading,26-35,3,1,47.00800060121222,mobile,8,Y,Y
hard,video,18-25,19,2,29.543278518695892,desktop,20,N,Y
easy,combined,46-60,1,4,36.648778037350446,desktop,10,Y,Y
medium,coding,36-45,3,6,12.66624790616531,mobile,8,Y,N
easy,video,26-35,4,1,32.94628297194041,mobile,15,N,Y
easy,video,18-25,3,1,29.28112874787405,desktop,20,N,Y
hard,video,36-45,11,7,44.75073096751419,desktop,10,N,Y
medium,video,46-60,7,2,23.51449828765492,mobile,8,N,N
easy,coding,18-25,19,1,27.10034859405155,mobile,10,N,Y
medium,coding,46-60,5,5,42.705773605593535,desktop,10,N,Y
easy,video,26-35,11,0,28.895594491264205,desktop,8,N,Y
medium,coding,18-25,13,6,16.693903424552776,desktop,20,N,Y
hard,combined,26-35,13,7,60.61959927948148,desktop,8,N,Y
easy,video,26-35,16,6,17.056886839959198,mobile,10,Y,Y
easy,video,46-60,4,2,29.223599021405715,desktop,15,N,Y
medium,reading,18-25,10,0,34.160257872307355,mobile,40,N,N
medium,reading,26-35,16,3,33.21141010837337,mobile,5,N,N
hard,reading,26-35,18,2,27.723075551923216,desktop,5,N,Y
easy,combined,26-35,12,7,27.782875553684303,desktop,5,N,Y
easy,video,46-60,13,5,27.180817604544536,desktop,15,N,Y
medium,combined,36-45,18,7,16.608793696903536,mobile,8,Y,Y
easy,video,18-25,13,6,55.80263057307275,desktop,8,N,Y
medium,video,26-35,19,5,27.360108987439475,desktop,5,N,Y
easy,coding,26-35,2,0,37.16317191387715,desktop,20,Y,Y
easy,reading,46-60,7,0,25.984165707820736,desktop,8,N,Y
hard,combined,36-45,2,0,25.7428359317342,mobile,15,Y,Y
medium,reading,26-35,1,4,24.534676047964197,mobile,3,Y,Y
medium,coding,26-35,9,1,11.40185054412899,mobile,3,N,N
medium,video,36-45,4,7,28.072546318550767,desktop,3,N,Y
medium,video,18-25,8,1,25.115908148166838,mobile,8,N,Y
easy,reading,36-45,9,7,44.058294110217325,desktop,10,Y,Y
medium,reading,18-25,13,5,15.639598588985816,desktop,5,N,Y
hard,reading,26-35,19,0,23.07423386934174,mobile,8,N,Y
medium,combined,18-25,17,0,19.218714398951015,desktop,1,Y,Y
easy,reading,36-45,7,3,47.31036472814171,mobile,8,N,N
medium,coding,36-45,6,2,19.567098661743945,mobile,3,Y,Y
hard,reading,36-45,16,2,36.74759813671364,desktop,3,N,N
easy,video,36-45,2,4,41.64193768087176,desktop,1,N,Y
hard,video,18-25,11,1,28.246525063015103,desktop,15,Y,Y
easy,combined,36-45,8,1,13.478267988714379,desktop,30,N,Y
hard,video,18-25,3,5,13.630153694835716,desktop,15,N,N
medium,video,26-35,12,7,40.31716877755296,mobile,3,N,Y
medium,combined,26-35,6,2,14.87287177440171,mobile,40,N,Y
medium,video,36-45,3,7,34.704319332718946,desktop,40,N,Y
easy,video,18-25,13,2,31.372189317847155,desktop,10,Y,Y
medium,reading,18-25,3,2,34.525589811732324,mobile,3,N,Y
medium,coding,18-25,14,0,35.65901769415065,desktop,15,Y,Y
easy,video,26-35,3,3,18.795950586985178,desktop,30,Y,Y
medium,video,18-25,9,3,18.293661851823103,desktop,20,Y,Y
hard,video,18-25,16,5,38.57912560920483,mobile,15,Y,Y
hard,reading,18-25,4,1,22.447864673227244,mobile,15,N,Y
medium,reading,18-25,16,1,2.0,desktop,40,N,N
easy,video,46-60,15,3,37.785063574606376,desktop,3,N,Y
hard,video,26-35,18,0,17.56486454317478,desktop,3,N,Y
hard,coding,26-35,3,1,35.60563053486304,mobile,20,N,N
easy,video,18-25,15,5,46.71386219180363,mobile,3,N,Y
easy,combined,36-45,19,7,30.201149487143372,mobile,8,N,Y
medium,reading,18-25,16,4,41.94918997996237,mobile,5,N,N
easy,combined,18-25,3,1,31.845572166434426,mobile,5,N,N
hard,video,36-45,17,7,49.049151937693765,mobile,1,N,Y
hard,combined,18-25,2,4,17.254714694914725,desktop,10,N,N
easy,video,26-35,12,5,29.901420235002124,mobile,8,N,N
hard,video,18-25,10,1,38.07793926049761,mobile,10,Y,N
medium,video,36-45,11,4,27.715058915879453,desktop,8,N,Y
hard,combined,26-35,10,0,43.82662795983204,mobile,30,N,Y
hard,coding,36-45,0,5,24.815525525870633,desktop,10,N,Y
easy,video,18-25,10,1,54.83245381954666,desktop,30,N,N
medium,reading,26-35,19,7,55.46637005126694,desktop,8,N,Y
medium,video,36-45,9,0,33.38486395472759,mobile,1,N,Y
medium,combined,18-25,5,5,36.631214164255404,desktop,20,N,Y
hard,video,26-35,20,1,44.30005722749565,mobile,20,N,N
easy,combined,26-35,2,5,15.7536312123916,desktop,3,N,Y
easy,combined,26-35,10,3,14.255999825066514,desktop,15,Y,N
medium,video,26-35,10,7,45.07702696629161,desktop,15,N,Y
easy,video,26-35,10,5,33.28786167447599,mobile,3,N,Y
medium,coding,18-25,19,2,27.281937048242526,mobile,10,N,Y
easy,reading,26-35,8,0,30.133479634573934,desktop,5,N,Y
easy,video,36-45,20,4,2.0,mobile,1,N,Y
medium,video,46-60,1,3,27.713252226515984,desktop,20,N,Y
medium,video,36-45,15,0,20.963439129681316,desktop,10,N,Y
hard,reading,26-35,12,4,41.016859603380986,desktop,20,Y,Y
medium,reading,26-35,5,1,41.94036934060807,mobile,15,N,N
hard,video,26-35,4,1,36.920162809558924,desktop,40,Y,Y
medium,reading,36-45,15,0,34.7455037855897,desktop,8,N,Y
easy,video,36-45,13,2,12.031839015356788,mobile,8,N,Y
easy,video,18-25,12,1,37.08771695996249,mobile,5,Y,Y
hard,coding,46-60,1,0,37.552775346280605,mobile,15,N,N
medium,video,26-35,12,3,44.942311845224765,mobile,10,N,N
hard,video,26-35,20,1,55.41851774916236,desktop,15,Y,Y
medium,reading,26-35,0,1,9.689271917140697,desktop,8,Y,Y
medium,coding,18-25,9,3,25.33827809258144,mobile,3,N,N
hard,combined,36-45,10,0,21.092800354108263,mobile,20,N,N
easy,coding,26-35,18,7,32.07008626062089,desktop,20,N,Y
easy,coding,36-45,5,3,30.160822298616463,desktop,8,N,Y
medium,coding,60+,9,7,27.19101512303825,desktop,15,N,Y
medium,video,46-60,15,7,42.33125233681408,desktop,10,N,Y
hard,reading,26-35,1,7,16.783029465830595,desktop,20,N,N
medium,video,26-35,16,4,17.506542391288725,mobile,8,Y,Y
medium,video,18-25,17,3,17.709296746823494,mobile,10,N,N
easy,combined,18-25,15,5,25.67606895088816,mobile,3,N,Y
easy,video,26-35,13,0,15.256917409057845,mobile,5,Y,N
medium,coding,18-25,15,6,29.417142134408753,mobile,20,N,N
medium,combined,18-25,16,2,28.014117664429598,desktop,8,N,Y
medium,video,18-25,18,0,20.56181863201104,mobile,1,Y,Y
medium,reading,18-25,8,1,40.48519504867435,desktop,5,N,N
easy,video,36-45,9,1,29.285993660559157,mobile,8,N,Y
easy,coding,26-35,13,0,42.75176836838165,desktop,15,N,Y
easy,video,18-25,4,5,27.659401785546816,desktop,8,Y,Y
medium,video,18-25,17,0,29.709661341223743,mobile,15,N,Y
easy,coding,26-35,16,6,23.24661114381947,mobile,20,N,Y
medium,video,36-45,13,3,29.915441513574187,desktop,8,N,Y
hard,reading,26-35,6,5,38.546775673584555,desktop,20,N,Y
hard,coding,18-25,7,2,25.063989212756425,desktop,3,Y,Y
medium,video,18-25,9,1,36.22094355041597,mobile,8,N,Y
medium,video,36-45,13,1,20.247036467451107,mobile,3,N,N
medium,video,18-25,16,5,39.10860678626651,desktop,3,N,N
medium,video,36-45,14,5,23.041130072256873,mobile,3,N,Y
